cve_id,description,source,is_cellular_related
CVE-2022-21763,"te (est.)Jun 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-20082HIGHGPUN/AN/AJul 2022Aug 2022CVE-2022-20083HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21744HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21763HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21764HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21765MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21766MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21769MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21770MEDIUMN/AOSN/AJul 2022N/ACVE-2022-21771MEDIUMGPUOSN/AJul 2022N/A301 of 387 row(s) shown.Rows per pagePage 1 of 31Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this proce",https://www.chipsets.org/devices/1812,True
CVE-2022-21764,"e legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-20082HIGHGPUN/AN/AJul 2022Aug 2022CVE-2022-20083HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21744HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21763HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21764HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21765MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21766MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21769MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21770MEDIUMN/AOSN/AJul 2022N/ACVE-2022-21771MEDIUMGPUOSN/AJul 2022N/A301 of 387 row(s) shown.Rows per pagePage 1 of 31Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do",https://www.chipsets.org/devices/1812,True
CVE-2022-21765,"tsReported onPublished by manufacturerPublished by AOSPCVE-2022-20082HIGHGPUN/AN/AJul 2022Aug 2022CVE-2022-20083HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21744HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21763HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21764HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21765MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21766MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21769MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21770MEDIUMN/AOSN/AJul 2022N/ACVE-2022-21771MEDIUMGPUOSN/AJul 2022N/A301 of 387 row(s) shown.Rows per pagePage 1 of 31Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnera",https://www.chipsets.org/devices/1812,True
CVE-2022-21766,"blished by AOSPCVE-2022-20082HIGHGPUN/AN/AJul 2022Aug 2022CVE-2022-20083HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21744HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21763HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21764HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21765MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21766MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21769MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21770MEDIUMN/AOSN/AJul 2022N/ACVE-2022-21771MEDIUMGPUOSN/AJul 2022N/A301 of 387 row(s) shown.Rows per pagePage 1 of 31Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your",https://www.chipsets.org/devices/1812,True
CVE-2022-21769,"/AJul 2022Aug 2022CVE-2022-20083HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21744HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21763HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21764HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21765MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21766MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21769MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21770MEDIUMN/AOSN/AJul 2022N/ACVE-2022-21771MEDIUMGPUOSN/AJul 2022N/A301 of 387 row(s) shown.Rows per pagePage 1 of 31Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inac",https://www.chipsets.org/devices/1812,True
CVE-2022-21770,"ULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21744HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21763HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21764HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21765MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21766MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21769MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21770MEDIUMN/AOSN/AJul 2022N/ACVE-2022-21771MEDIUMGPUOSN/AJul 2022N/A301 of 387 row(s) shown.Rows per pagePage 1 of 31Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance ",https://www.chipsets.org/devices/1812,True
CVE-2022-21771,"-21744HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21763HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21764HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21765MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21766MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21769MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21770MEDIUMN/AOSN/AJul 2022N/ACVE-2022-21771MEDIUMGPUOSN/AJul 2022N/A301 of 387 row(s) shown.Rows per pagePage 1 of 31Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Politicall",https://www.chipsets.org/devices/1812,True
CVE-2022-21772,"-21744HIGHCELLULARFIRMWAREN/AJul 2022Jul 2022CVE-2022-21763HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21764HIGHCELLULARN/AN/AJul 2022Jul 2022CVE-2022-21765MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21766MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21769MEDIUMIPCN/AN/AJul 2022N/ACVE-2022-21771MEDIUMGPUOSN/AJul 2022N/ACVE-2022-21772MEDIUMTRUSTOSN/AJul 2022N/A366 of 516 row(s) shown.Rows per pagePage 1 of 37Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Politica",https://www.chipsets.org/devices/282,True
CVE-2022-21789,Chipsets.orgDevice info | Chipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceInfinix Note 12 VIPOverviewRelease Date (est.)Jul 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-21789MEDIUMAUDION/AN/AAug 2022N/ACVE-2022-26429MEDIUMN/AOSN/AAug 2022N/ACVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-26453MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26454MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26456MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26457MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26465MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26466MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26467MEDIUMTRUSTN/AN/ASep 2022N/A281 of 387 row(s) shown.Rows per pagePage 1 of 29Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our inform,https://www.chipsets.org/devices/1505,True
CVE-2022-23425,"ffectsReported onPublished by manufacturerPublished by AOSPPatchedPatch DateCVE-2016-11028TRUSTNoUnpatchedCVE-2019-20558OSNoUnpatchedCVE-2019-20572NoUnpatchedCVE-2019-20596TRUSTNoUnpatchedCVE-2020-10835CELLULARFIRMWARENoUnpatchedCVE-2020-25054CELLULARFIRMWARENoUnpatchedCVE-2021-22495GPUOSNoUnpatchedCVE-2022-23425CELLULARFIRMWARENoUnpatchedCVE-2022-23428NoUnpatchedCVE-2022-23431TRUSTNoUnpatched22 of 156 row(s) shown.Rows per pagePage 1 of 3Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptabl",https://www.chipsets.org/devices/898,True
CVE-2022-23428,"rPublished by AOSPPatchedPatch DateCVE-2016-11028TRUSTNoUnpatchedCVE-2019-20558OSNoUnpatchedCVE-2019-20572NoUnpatchedCVE-2019-20596TRUSTNoUnpatchedCVE-2020-10835CELLULARFIRMWARENoUnpatchedCVE-2020-25054CELLULARFIRMWARENoUnpatchedCVE-2021-22495GPUOSNoUnpatchedCVE-2022-23425CELLULARFIRMWARENoUnpatchedCVE-2022-23428NoUnpatchedCVE-2022-23431TRUSTNoUnpatched22 of 156 row(s) shown.Rows per pagePage 1 of 3Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you ar",https://www.chipsets.org/devices/898,True
CVE-2022-23431,"Patch DateCVE-2016-11028TRUSTNoUnpatchedCVE-2019-20558OSNoUnpatchedCVE-2019-20572NoUnpatchedCVE-2019-20596TRUSTNoUnpatchedCVE-2020-10835CELLULARFIRMWARENoUnpatchedCVE-2020-25054CELLULARFIRMWARENoUnpatchedCVE-2021-22495GPUOSNoUnpatchedCVE-2022-23425CELLULARFIRMWARENoUnpatchedCVE-2022-23428NoUnpatchedCVE-2022-23431TRUSTNoUnpatched22 of 156 row(s) shown.Rows per pagePage 1 of 3Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Politically Exposed P",https://www.chipsets.org/devices/898,True
CVE-2022-26429,info | Chipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceInfinix Note 12 VIPOverviewRelease Date (est.)Jul 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-21789MEDIUMAUDION/AN/AAug 2022N/ACVE-2022-26429MEDIUMN/AOSN/AAug 2022N/ACVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-26453MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26454MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26456MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26457MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26465MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26466MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26467MEDIUMTRUSTN/AN/ASep 2022N/A281 of 387 row(s) shown.Rows per pagePage 1 of 29Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage poi,https://www.chipsets.org/devices/1505,True
CVE-2022-26446,Chipsets.orgDevice info | Chipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceInfinix Hot 20SOverviewRelease Date (est.)Oct 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-32594HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32595MEDIUMGPUN/AN/ADec 2022N/ACVE-2022-32596HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32597HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32598HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32601HIGHCELLULARN/AN/ANov 2022Nov 2022CVE-2022-32607MEDIUMDEBUGOSN/ANov 2022N/ACVE-2022-32609MEDIUMGPUN/AN/ANov 2022N/A264 of 387 row(s) shown.Rows per pagePage 1 of 27Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the indus,https://www.chipsets.org/devices/549,True
CVE-2022-26453,"OverviewRelease Date (est.)Jul 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-21789MEDIUMAUDION/AN/AAug 2022N/ACVE-2022-26429MEDIUMN/AOSN/AAug 2022N/ACVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-26453MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26454MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26456MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26457MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26465MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26466MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26467MEDIUMTRUSTN/AN/ASep 2022N/A281 of 387 row(s) shown.Rows per pagePage 1 of 29Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process m",https://www.chipsets.org/devices/1505,True
CVE-2022-26454,"MT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-21789MEDIUMAUDION/AN/AAug 2022N/ACVE-2022-26429MEDIUMN/AOSN/AAug 2022N/ACVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-26453MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26454MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26456MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26457MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26465MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26466MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26467MEDIUMTRUSTN/AN/ASep 2022N/A281 of 387 row(s) shown.Rows per pagePage 1 of 29Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. ",https://www.chipsets.org/devices/1505,True
CVE-2022-26456,"litiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-21789MEDIUMAUDION/AN/AAug 2022N/ACVE-2022-26429MEDIUMN/AOSN/AAug 2022N/ACVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-26453MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26454MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26456MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26457MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26465MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26466MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26467MEDIUMTRUSTN/AN/ASep 2022N/A281 of 387 row(s) shown.Rows per pagePage 1 of 29Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular",https://www.chipsets.org/devices/1505,True
CVE-2022-26457," onPublished by manufacturerPublished by AOSPCVE-2022-21789MEDIUMAUDION/AN/AAug 2022N/ACVE-2022-26429MEDIUMN/AOSN/AAug 2022N/ACVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-26453MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26454MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26456MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26457MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26465MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26466MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26467MEDIUMTRUSTN/AN/ASep 2022N/A281 of 387 row(s) shown.Rows per pagePage 1 of 29Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to ver",https://www.chipsets.org/devices/1505,True
CVE-2022-26465," AOSPCVE-2022-21789MEDIUMAUDION/AN/AAug 2022N/ACVE-2022-26429MEDIUMN/AOSN/AAug 2022N/ACVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-26453MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26454MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26456MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26457MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26465MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26466MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26467MEDIUMTRUSTN/AN/ASep 2022N/A281 of 387 row(s) shown.Rows per pagePage 1 of 29Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases wh",https://www.chipsets.org/devices/1505,True
CVE-2022-26466,"22N/ACVE-2022-26429MEDIUMN/AOSN/AAug 2022N/ACVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-26453MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26454MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26456MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26457MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26465MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26466MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26467MEDIUMTRUSTN/AN/ASep 2022N/A281 of 387 row(s) shown.Rows per pagePage 1 of 29Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for ins",https://www.chipsets.org/devices/1505,True
CVE-2022-26467,"/ACVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-26453MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26454MEDIUMTRUSTN/AN/ASep 2022N/ACVE-2022-26456MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26457MEDIUMN/AN/AN/ASep 2022N/ACVE-2022-26465MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26466MEDIUMAUDION/AN/ASep 2022N/ACVE-2022-26467MEDIUMTRUSTN/AN/ASep 2022N/A281 of 387 row(s) shown.Rows per pagePage 1 of 29Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Politic",https://www.chipsets.org/devices/1505,True
CVE-2022-32594, | Chipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceInfinix Hot 20SOverviewRelease Date (est.)Oct 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-32594HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32595MEDIUMGPUN/AN/ADec 2022N/ACVE-2022-32596HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32597HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32598HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32601HIGHCELLULARN/AN/ANov 2022Nov 2022CVE-2022-32607MEDIUMDEBUGOSN/ANov 2022N/ACVE-2022-32609MEDIUMGPUN/AN/ANov 2022N/A264 of 387 row(s) shown.Rows per pagePage 1 of 27Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vant,https://www.chipsets.org/devices/549,True
CVE-2022-32595," Vulnerabilities DeviceInfinix Hot 20SOverviewRelease Date (est.)Oct 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-32594HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32595MEDIUMGPUN/AN/ADec 2022N/ACVE-2022-32596HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32597HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32598HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32601HIGHCELLULARN/AN/ANov 2022Nov 2022CVE-2022-32607MEDIUMDEBUGOSN/ANov 2022N/ACVE-2022-32609MEDIUMGPUN/AN/ANov 2022N/A264 of 387 row(s) shown.Rows per pagePage 1 of 27Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and au",https://www.chipsets.org/devices/549,True
CVE-2022-32596,"erviewRelease Date (est.)Oct 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-32594HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32595MEDIUMGPUN/AN/ADec 2022N/ACVE-2022-32596HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32597HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32598HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32601HIGHCELLULARN/AN/ANov 2022Nov 2022CVE-2022-32607MEDIUMDEBUGOSN/ANov 2022N/ACVE-2022-32609MEDIUMGPUN/AN/ANov 2022N/A264 of 387 row(s) shown.Rows per pagePage 1 of 27Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, t",https://www.chipsets.org/devices/549,True
CVE-2022-32597,"781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-32594HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32595MEDIUMGPUN/AN/ADec 2022N/ACVE-2022-32596HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32597HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32598HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32601HIGHCELLULARN/AN/ANov 2022Nov 2022CVE-2022-32607MEDIUMDEBUGOSN/ANov 2022N/ACVE-2022-32609MEDIUMGPUN/AN/ANov 2022N/A264 of 387 row(s) shown.Rows per pagePage 1 of 27Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable i",https://www.chipsets.org/devices/549,True
