cve_id,description,source,is_cellular_related,detailed_description
CVE-2022-32596,"erviewRelease Date (est.)Oct 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-32594HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32595MEDIUMGPUN/AN/ADec 2022N/ACVE-2022-32596HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32597HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32598HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32601HIGHCELLULARN/AN/ANov 2022Nov 2022CVE-2022-32607MEDIUMDEBUGOSN/ANov 2022N/ACVE-2022-32609MEDIUMGPUN/AN/ANov 2022N/A264 of 387 row(s) shown.Rows per pagePage 1 of 27Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, t",https://www.chipsets.org/devices/549,True,"In widevine, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07446213; Issue ID: ALPS07446213."
CVE-2022-32597,"781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-32594HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32595MEDIUMGPUN/AN/ADec 2022N/ACVE-2022-32596HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32597HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32598HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32601HIGHCELLULARN/AN/ANov 2022Nov 2022CVE-2022-32607MEDIUMDEBUGOSN/ANov 2022N/ACVE-2022-32609MEDIUMGPUN/AN/ANov 2022N/A264 of 387 row(s) shown.Rows per pagePage 1 of 27Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable i",https://www.chipsets.org/devices/549,True,"In widevine, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07446228; Issue ID: ALPS07446228."
CVE-2022-32598,"esIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-32594HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32595MEDIUMGPUN/AN/ADec 2022N/ACVE-2022-32596HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32597HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32598HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32601HIGHCELLULARN/AN/ANov 2022Nov 2022CVE-2022-32607MEDIUMDEBUGOSN/ANov 2022N/ACVE-2022-32609MEDIUMGPUN/AN/ANov 2022N/A264 of 387 row(s) shown.Rows per pagePage 1 of 27Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a",https://www.chipsets.org/devices/549,True,"In widevine, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07446228; Issue ID: ALPS07446228."
CVE-2022-32599,Chipsets.orgDevice info | Chipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceBlackview A53 ProOverviewRelease Date (est.)Mar 2023ChipsetMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20621HIGHN/AN/AN/AMar 2023Mar 2023CVE-2023-20623HIGHMEMORY_MANAGEMENTOSN/AMar 2023Mar 2023CVE-2023-20625MEDIUMAUDION/AN/AMar 2023N/ACVE-2023-20626MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20628MEDIUMPOWERN/AN/AMar 2023N/ACVE-2023-20630MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20632MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20633MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20634MEDIUMGPUN/AN/AMar 2023N/A224 of 417 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our,https://www.chipsets.org/devices/230,True,"In rpmb, there is a possible out of bounds write due to a logic error. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07460390; Issue ID: ALPS07460390."
CVE-2022-32601,"2-26446MEDIUMCELLULARFIRMWAREN/ANov 2022N/ACVE-2022-32594HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32595MEDIUMGPUN/AN/ADec 2022N/ACVE-2022-32596HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32597HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32598HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32601HIGHCELLULARN/AN/ANov 2022Nov 2022CVE-2022-32607MEDIUMDEBUGOSN/ANov 2022N/ACVE-2022-32609MEDIUMGPUN/AN/ANov 2022N/A264 of 387 row(s) shown.Rows per pagePage 1 of 27Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases",https://www.chipsets.org/devices/549,True,"In telephony, there is a possible permission bypass due to a parcel format mismatch. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07319132; Issue ID: ALPS07319132."
CVE-2022-32607,"022-32594HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32595MEDIUMGPUN/AN/ADec 2022N/ACVE-2022-32596HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32597HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32598HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32601HIGHCELLULARN/AN/ANov 2022Nov 2022CVE-2022-32607MEDIUMDEBUGOSN/ANov 2022N/ACVE-2022-32609MEDIUMGPUN/AN/ANov 2022N/A264 of 387 row(s) shown.Rows per pagePage 1 of 27Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instan",https://www.chipsets.org/devices/549,True,"In aee, there is a possible use after free due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07202891; Issue ID: ALPS07202891."
CVE-2022-32609,"-2022-32595MEDIUMGPUN/AN/ADec 2022N/ACVE-2022-32596HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32597HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32598HIGHGPUN/AN/ADec 2022Dec 2022CVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32601HIGHCELLULARN/AN/ANov 2022Nov 2022CVE-2022-32607MEDIUMDEBUGOSN/ANov 2022N/ACVE-2022-32609MEDIUMGPUN/AN/ANov 2022N/A264 of 387 row(s) shown.Rows per pagePage 1 of 27Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Political",https://www.chipsets.org/devices/549,True,"In vcu, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07203410; Issue ID: ALPS07203410."
CVE-2022-32635, | Chipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceBlackview BV5200 ProOverviewRelease Date (est.)Dec 2022ChipsetMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32635HIGHPOSITIONN/AN/AJan 2023Jan 2023CVE-2022-32636HIGHTRUSTN/AN/AJan 2023Jan 2023CVE-2022-32640MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32641MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32646MEDIUMGPUN/AN/AJan 2023N/ACVE-2022-32648MEDIUMN/AN/AN/AJan 2023N/ACVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/A242 of 417 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage po,https://www.chipsets.org/devices/236,True,"In gps, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07573237; Issue ID: ALPS07573237."
CVE-2022-32636,"erabilities DeviceBlackview BV5200 ProOverviewRelease Date (est.)Dec 2022ChipsetMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32635HIGHPOSITIONN/AN/AJan 2023Jan 2023CVE-2022-32636HIGHTRUSTN/AN/AJan 2023Jan 2023CVE-2022-32640MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32641MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32646MEDIUMGPUN/AN/AJan 2023N/ACVE-2022-32648MEDIUMN/AN/AN/AJan 2023N/ACVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/A242 of 417 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically",https://www.chipsets.org/devices/236,True,"In keyinstall, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07510064; Issue ID: ALPS07510064."
CVE-2022-32637,"wRelease Date (est.)Dec 2022ChipsetMT6781VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32635HIGHPOSITIONN/AN/AJan 2023Jan 2023CVE-2022-32636HIGHTRUSTN/AN/AJan 2023Jan 2023CVE-2022-32637HIGHGPUN/AN/AJan 2023Jan 2023CVE-2022-32638MEDIUMVISIONN/AN/AJan 2023N/ACVE-2022-32639MEDIUMN/AN/AN/AJan 2023N/ACVE-2022-32640MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32641MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32646MEDIUMGPUN/AN/AJan 2023N/ACVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023245 of 387 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process ",https://www.chipsets.org/devices/377,True,"In hevc decoder, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07491374; Issue ID: ALPS07491374."
CVE-2022-32638,"lnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32635HIGHPOSITIONN/AN/AJan 2023Jan 2023CVE-2022-32636HIGHTRUSTN/AN/AJan 2023Jan 2023CVE-2022-32637HIGHGPUN/AN/AJan 2023Jan 2023CVE-2022-32638MEDIUMVISIONN/AN/AJan 2023N/ACVE-2022-32639MEDIUMN/AN/AN/AJan 2023N/ACVE-2022-32640MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32641MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32646MEDIUMGPUN/AN/AJan 2023N/ACVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023245 of 387 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. ",https://www.chipsets.org/devices/377,True,"In isp, there is a possible out of bounds write due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07494449; Issue ID: ALPS07494449."
CVE-2022-32639,"everityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32635HIGHPOSITIONN/AN/AJan 2023Jan 2023CVE-2022-32636HIGHTRUSTN/AN/AJan 2023Jan 2023CVE-2022-32637HIGHGPUN/AN/AJan 2023Jan 2023CVE-2022-32638MEDIUMVISIONN/AN/AJan 2023N/ACVE-2022-32639MEDIUMN/AN/AN/AJan 2023N/ACVE-2022-32640MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32641MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32646MEDIUMGPUN/AN/AJan 2023N/ACVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023245 of 387 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular ",https://www.chipsets.org/devices/377,True,"In watchdog, there is a possible out of bounds read due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07494487; Issue ID: ALPS07494487."
CVE-2022-32640,"wRelease Date (est.)Dec 2022ChipsetMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32635HIGHPOSITIONN/AN/AJan 2023Jan 2023CVE-2022-32636HIGHTRUSTN/AN/AJan 2023Jan 2023CVE-2022-32640MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32641MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32646MEDIUMGPUN/AN/AJan 2023N/ACVE-2022-32648MEDIUMN/AN/AN/AJan 2023N/ACVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/A242 of 417 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may ",https://www.chipsets.org/devices/236,True,"In meta wifi, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07441652; Issue ID: ALPS07441652."
CVE-2022-32641,"VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32635HIGHPOSITIONN/AN/AJan 2023Jan 2023CVE-2022-32636HIGHTRUSTN/AN/AJan 2023Jan 2023CVE-2022-32640MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32641MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32646MEDIUMGPUN/AN/AJan 2023N/ACVE-2022-32648MEDIUMN/AN/AN/AJan 2023N/ACVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/A242 of 417 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do",https://www.chipsets.org/devices/236,True,"In meta wifi, there is a possible out of bounds read due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07453594; Issue ID: ALPS07453594."
CVE-2022-32646,"sIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32635HIGHPOSITIONN/AN/AJan 2023Jan 2023CVE-2022-32636HIGHTRUSTN/AN/AJan 2023Jan 2023CVE-2022-32640MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32641MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32646MEDIUMGPUN/AN/AJan 2023N/ACVE-2022-32648MEDIUMN/AN/AN/AJan 2023N/ACVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/A242 of 417 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular ",https://www.chipsets.org/devices/236,True,"In gpu drm, there is a possible stack overflow due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07363501; Issue ID: ALPS07363501."
CVE-2022-32648,"blished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32635HIGHPOSITIONN/AN/AJan 2023Jan 2023CVE-2022-32636HIGHTRUSTN/AN/AJan 2023Jan 2023CVE-2022-32640MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32641MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32646MEDIUMGPUN/AN/AJan 2023N/ACVE-2022-32648MEDIUMN/AN/AN/AJan 2023N/ACVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/A242 of 417 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to veri",https://www.chipsets.org/devices/236,True,"In disp, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS06535964; Issue ID: ALPS06535964."
CVE-2023-20602,"CVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2022-32635HIGHPOSITIONN/AN/AJan 2023Jan 2023CVE-2022-32636HIGHTRUSTN/AN/AJan 2023Jan 2023CVE-2022-32640MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32641MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32646MEDIUMGPUN/AN/AJan 2023N/ACVE-2022-32648MEDIUMN/AN/AN/AJan 2023N/ACVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/A242 of 417 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases whe",https://www.chipsets.org/devices/236,True,"In ged, there is a possible out of bounds write due to an integer overflow. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07494107; Issue ID: ALPS07494107."
CVE-2023-20604,"23CVE-2022-32635HIGHPOSITIONN/AN/AJan 2023Jan 2023CVE-2022-32636HIGHTRUSTN/AN/AJan 2023Jan 2023CVE-2022-32640MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32641MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32646MEDIUMGPUN/AN/AJan 2023N/ACVE-2022-32648MEDIUMN/AN/AN/AJan 2023N/ACVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/A242 of 417 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for insta",https://www.chipsets.org/devices/236,True,"In ged, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07494067; Issue ID: ALPS07494067."
CVE-2023-20605,"23Jan 2023CVE-2022-32636HIGHTRUSTN/AN/AJan 2023Jan 2023CVE-2022-32640MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32641MEDIUMWIFIN/AN/AJan 2023N/ACVE-2022-32646MEDIUMGPUN/AN/AJan 2023N/ACVE-2022-32648MEDIUMN/AN/AN/AJan 2023N/ACVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/A242 of 417 row(s) shown.Rows per pagePage 1 of 25Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Politic",https://www.chipsets.org/devices/236,True,"In keyinstall, there is a possible out of bounds read due to a missing bounds check. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07550104; Issue ID: ALPS07550104."
CVE-2023-20607,"setMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/ACVE-2023-20607MEDIUMVISIONN/AN/AFeb 2023N/ACVE-2023-20608MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20610MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20611MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20612MEDIUMCELLULAROSN/AFeb 2023N/ACVE-2023-20613MEDIUMCELLULAROSN/AFeb 2023N/A236 of 417 row(s) shown.Rows per pagePage 1 of 24Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable informatio",https://www.chipsets.org/devices/249,True,"In ccu, there is a possible memory corruption due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07512839; Issue ID: ALPS07512839."
CVE-2023-20608,"bilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/ACVE-2023-20607MEDIUMVISIONN/AN/AFeb 2023N/ACVE-2023-20608MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20610MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20611MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20612MEDIUMCELLULAROSN/AFeb 2023N/ACVE-2023-20613MEDIUMCELLULAROSN/AFeb 2023N/A236 of 417 row(s) shown.Rows per pagePage 1 of 24Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particul",https://www.chipsets.org/devices/249,True,"In display drm, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07363599; Issue ID: ALPS07363599."
